Epoch: 1 | lr: 0.00005 | training loss: 0.32602 | validation loss: 0.39975 | PSNR: 7.304 | Time: 19.8
Epoch: 53 | lr: 0.00250 | training loss: 0.10506 | validation loss: 0.10605 | PSNR: 29.455 | Time: 20.1
Epoch: 54 | lr: 0.00250 | training loss: 0.10555 | validation loss: 0.10633 | PSNR: 28.961 | Time: 20.9
Epoch: 55 | lr: 0.00250 | training loss: 0.10532 | validation loss: 0.10614 | PSNR: 29.258 | Time: 19.6
Epoch: 56 | lr: 0.00250 | training loss: 0.10499 | validation loss: 0.10596 | PSNR: 29.424 | Time: 20.3
Epoch: 57 | lr: 0.00250 | training loss: 0.10530 | validation loss: 0.10709 | PSNR: 28.174 | Time: 20.1
Epoch: 58 | lr: 0.00250 | training loss: 0.10598 | validation loss: 0.10628 | PSNR: 29.108 | Time: 19.1
Epoch: 59 | lr: 0.00250 | training loss: 0.10534 | validation loss: 0.10592 | PSNR: 29.466 | Time: 19.1
Epoch: 60 | lr: 0.00250 | training loss: 0.10489 | validation loss: 0.10629 | PSNR: 28.951 | Time: 20.9
Epoch: 61 | lr: 0.00250 | training loss: 0.10517 | validation loss: 0.10597 | PSNR: 29.316 | Time: 19.5
Epoch: 62 | lr: 0.00250 | training loss: 0.10518 | validation loss: 0.10590 | PSNR: 29.481 | Time: 20.6
Epoch: 63 | lr: 0.00250 | training loss: 0.10541 | validation loss: 0.10718 | PSNR: 28.075 | Time: 20.8
Epoch: 64 | lr: 0.00250 | training loss: 0.10575 | validation loss: 0.10600 | PSNR: 29.349 | Time: 20.2
Epoch: 65 | lr: 0.00250 | training loss: 0.10539 | validation loss: 0.10578 | PSNR: 29.649 | Time: 20.2
Epoch: 66 | lr: 0.00250 | training loss: 0.10538 | validation loss: 0.10600 | PSNR: 29.250 | Time: 20.5
Epoch: 67 | lr: 0.00250 | training loss: 0.10519 | validation loss: 0.10579 | PSNR: 29.625 | Time: 20.0
Epoch: 68 | lr: 0.00250 | training loss: 0.10540 | validation loss: 0.10582 | PSNR: 29.541 | Time: 20.4
Epoch: 69 | lr: 0.00250 | training loss: 0.10561 | validation loss: 0.10594 | PSNR: 29.384 | Time: 22.0
Epoch: 70 | lr: 0.00250 | training loss: 0.10598 | validation loss: 0.10775 | PSNR: 27.603 | Time: 19.8
Epoch: 71 | lr: 0.00250 | training loss: 0.10652 | validation loss: 0.10628 | PSNR: 28.932 | Time: 19.8
Epoch: 72 | lr: 0.00250 | training loss: 0.10525 | validation loss: 0.10599 | PSNR: 29.261 | Time: 20.8
Epoch: 73 | lr: 0.00250 | training loss: 0.10521 | validation loss: 0.10575 | PSNR: 29.642 | Time: 19.2
Epoch: 74 | lr: 0.00250 | training loss: 0.10532 | validation loss: 0.10578 | PSNR: 29.554 | Time: 19.1
Epoch: 75 | lr: 0.00250 | training loss: 0.10495 | validation loss: 0.10573 | PSNR: 29.667 | Time: 21.6
Epoch: 76 | lr: 0.00250 | training loss: 0.10534 | validation loss: 0.10673 | PSNR: 28.418 | Time: 20.2
Epoch: 77 | lr: 0.00250 | training loss: 0.10610 | validation loss: 0.10618 | PSNR: 29.034 | Time: 20.0
Epoch: 78 | lr: 0.00250 | training loss: 0.10536 | validation loss: 0.10575 | PSNR: 29.624 | Time: 20.6
Epoch: 79 | lr: 0.00250 | training loss: 0.10499 | validation loss: 0.10571 | PSNR: 29.698 | Time: 19.6
Epoch: 80 | lr: 0.00250 | training loss: 0.10519 | validation loss: 0.10593 | PSNR: 29.278 | Time: 19.0
Epoch: 81 | lr: 0.00250 | training loss: 0.10500 | validation loss: 0.10693 | PSNR: 28.242 | Time: 20.8
Epoch: 82 | lr: 0.00250 | training loss: 0.10530 | validation loss: 0.10574 | PSNR: 29.598 | Time: 21.5
Epoch: 83 | lr: 0.00250 | training loss: 0.10519 | validation loss: 0.10638 | PSNR: 28.795 | Time: 19.0
Epoch: 84 | lr: 0.00250 | training loss: 0.10544 | validation loss: 0.10584 | PSNR: 29.396 | Time: 20.8
Epoch: 85 | lr: 0.00250 | training loss: 0.10551 | validation loss: 0.10567 | PSNR: 29.709 | Time: 20.1
Epoch: 86 | lr: 0.00250 | training loss: 0.10539 | validation loss: 0.10565 | PSNR: 29.733 | Time: 20.6
Epoch: 87 | lr: 0.00250 | training loss: 0.10511 | validation loss: 0.10577 | PSNR: 29.517 | Time: 20.2
Epoch: 88 | lr: 0.00250 | training loss: 0.10689 | validation loss: 0.10800 | PSNR: 27.551 | Time: 19.2
Epoch: 89 | lr: 0.00250 | training loss: 0.10578 | validation loss: 0.10612 | PSNR: 29.076 | Time: 19.8
Epoch: 90 | lr: 0.00250 | training loss: 0.10548 | validation loss: 0.10582 | PSNR: 29.555 | Time: 19.3
Epoch: 91 | lr: 0.00250 | training loss: 0.10585 | validation loss: 0.10606 | PSNR: 29.212 | Time: 19.3
Epoch: 92 | lr: 0.00250 | training loss: 0.10533 | validation loss: 0.10569 | PSNR: 29.690 | Time: 21.1
Epoch: 93 | lr: 0.00250 | training loss: 0.10506 | validation loss: 0.10573 | PSNR: 29.617 | Time: 21.1
Epoch: 94 | lr: 0.00250 | training loss: 0.10508 | validation loss: 0.10574 | PSNR: 29.556 | Time: 20.0
Epoch: 95 | lr: 0.00250 | training loss: 0.10533 | validation loss: 0.10572 | PSNR: 29.625 | Time: 19.7
Epoch: 96 | lr: 0.00250 | training loss: 0.10534 | validation loss: 0.10612 | PSNR: 29.065 | Time: 19.3
Epoch: 97 | lr: 0.00250 | training loss: 0.10530 | validation loss: 0.10717 | PSNR: 28.128 | Time: 19.7
Epoch: 98 | lr: 0.00250 | training loss: 0.10569 | validation loss: 0.10588 | PSNR: 29.425 | Time: 20.7
Epoch: 99 | lr: 0.00250 | training loss: 0.10551 | validation loss: 0.10571 | PSNR: 29.626 | Time: 19.3
Epoch: 100 | lr: 0.00250 | training loss: 0.10511 | validation loss: 0.10560 | PSNR: 29.775 | Time: 19.4
Epoch: 101 | lr: 0.00250 | training loss: 0.10506 | validation loss: 0.10557 | PSNR: 29.824 | Time: 21.0
Epoch: 102 | lr: 0.00250 | training loss: 0.10516 | validation loss: 0.10560 | PSNR: 29.738 | Time: 19.8
Epoch: 103 | lr: 0.00250 | training loss: 0.10477 | validation loss: 0.10562 | PSNR: 29.744 | Time: 20.4
Epoch: 104 | lr: 0.00250 | training loss: 0.10540 | validation loss: 0.10657 | PSNR: 28.569 | Time: 20.5
Epoch: 105 | lr: 0.00250 | training loss: 0.10611 | validation loss: 0.10597 | PSNR: 29.321 | Time: 19.2
Epoch: 106 | lr: 0.00250 | training loss: 0.10548 | validation loss: 0.10606 | PSNR: 29.113 | Time: 20.2
Epoch: 107 | lr: 0.00250 | training loss: 0.10496 | validation loss: 0.10558 | PSNR: 29.784 | Time: 20.6
Epoch: 108 | lr: 0.00250 | training loss: 0.10492 | validation loss: 0.10560 | PSNR: 29.767 | Time: 19.1
Epoch: 109 | lr: 0.00250 | training loss: 0.10519 | validation loss: 0.10634 | PSNR: 28.696 | Time: 20.1
Epoch: 110 | lr: 0.00250 | training loss: 0.10552 | validation loss: 0.10609 | PSNR: 29.025 | Time: 20.4
Epoch: 111 | lr: 0.00250 | training loss: 0.10525 | validation loss: 0.10578 | PSNR: 29.533 | Time: 20.2
Epoch: 112 | lr: 0.00250 | training loss: 0.10518 | validation loss: 0.10551 | PSNR: 29.904 | Time: 21.4
Epoch: 113 | lr: 0.00250 | training loss: 0.10531 | validation loss: 0.10548 | PSNR: 29.936 | Time: 21.1
Epoch: 114 | lr: 0.00250 | training loss: 0.10501 | validation loss: 0.10553 | PSNR: 29.845 | Time: 18.9
Epoch: 115 | lr: 0.00250 | training loss: 0.10476 | validation loss: 0.10591 | PSNR: 29.239 | Time: 19.8
Epoch: 116 | lr: 0.00250 | training loss: 0.10615 | validation loss: 0.10630 | PSNR: 28.928 | Time: 20.3
Epoch: 117 | lr: 0.00250 | training loss: 0.10516 | validation loss: 0.10558 | PSNR: 29.764 | Time: 20.7
Epoch: 118 | lr: 0.00250 | training loss: 0.10506 | validation loss: 0.10560 | PSNR: 29.657 | Time: 19.7
Epoch: 119 | lr: 0.00250 | training loss: 0.10532 | validation loss: 0.10562 | PSNR: 29.671 | Time: 21.0
Epoch: 120 | lr: 0.00250 | training loss: 0.10482 | validation loss: 0.10624 | PSNR: 28.891 | Time: 19.3
Epoch: 121 | lr: 0.00250 | training loss: 0.10520 | validation loss: 0.10547 | PSNR: 29.908 | Time: 19.6
Epoch: 122 | lr: 0.00250 | training loss: 0.10519 | validation loss: 0.10549 | PSNR: 29.876 | Time: 20.6
Epoch: 123 | lr: 0.00250 | training loss: 0.10472 | validation loss: 0.10648 | PSNR: 28.650 | Time: 19.1
Epoch: 124 | lr: 0.00250 | training loss: 0.10525 | validation loss: 0.10573 | PSNR: 29.512 | Time: 19.9
Epoch: 125 | lr: 0.00250 | training loss: 0.10484 | validation loss: 0.10596 | PSNR: 29.145 | Time: 20.4
Epoch: 126 | lr: 0.00250 | training loss: 0.10491 | validation loss: 0.10578 | PSNR: 29.443 | Time: 20.7
Epoch: 127 | lr: 0.00250 | training loss: 0.10533 | validation loss: 0.10553 | PSNR: 29.775 | Time: 19.7
Epoch: 128 | lr: 0.00250 | training loss: 0.10503 | validation loss: 0.10551 | PSNR: 29.834 | Time: 20.8
Epoch: 129 | lr: 0.00250 | training loss: 0.10467 | validation loss: 0.10551 | PSNR: 29.843 | Time: 20.4
Epoch: 130 | lr: 0.00250 | training loss: 0.10626 | validation loss: 0.10675 | PSNR: 28.366 | Time: 21.3
Epoch: 131 | lr: 0.00250 | training loss: 0.10518 | validation loss: 0.10547 | PSNR: 29.982 | Time: 19.8
Epoch: 132 | lr: 0.00250 | training loss: 0.10522 | validation loss: 0.10569 | PSNR: 29.452 | Time: 19.4
Epoch: 133 | lr: 0.00250 | training loss: 0.10468 | validation loss: 0.10543 | PSNR: 29.899 | Time: 21.2
Epoch: 134 | lr: 0.00250 | training loss: 0.10539 | validation loss: 0.10562 | PSNR: 29.610 | Time: 20.2
Epoch: 135 | lr: 0.00250 | training loss: 0.10481 | validation loss: 0.10558 | PSNR: 29.742 | Time: 19.0
Epoch: 136 | lr: 0.00250 | training loss: 0.10503 | validation loss: 0.10536 | PSNR: 30.008 | Time: 19.3
Epoch: 137 | lr: 0.00250 | training loss: 0.10476 | validation loss: 0.10545 | PSNR: 29.866 | Time: 20.1
Epoch: 138 | lr: 0.00250 | training loss: 0.10510 | validation loss: 0.10531 | PSNR: 30.064 | Time: 19.9
Epoch: 139 | lr: 0.00250 | training loss: 0.10530 | validation loss: 0.10528 | PSNR: 30.153 | Time: 19.0
Epoch: 140 | lr: 0.00250 | training loss: 0.10440 | validation loss: 0.10548 | PSNR: 29.774 | Time: 19.7
Epoch: 141 | lr: 0.00250 | training loss: 0.10450 | validation loss: 0.10529 | PSNR: 30.096 | Time: 18.8
Epoch: 142 | lr: 0.00250 | training loss: 0.10443 | validation loss: 0.10534 | PSNR: 29.989 | Time: 19.4
Epoch: 143 | lr: 0.00250 | training loss: 0.10487 | validation loss: 0.10528 | PSNR: 30.033 | Time: 20.8
Epoch: 144 | lr: 0.00250 | training loss: 0.10498 | validation loss: 0.10613 | PSNR: 28.931 | Time: 19.8
Epoch: 145 | lr: 0.00250 | training loss: 0.10473 | validation loss: 0.10537 | PSNR: 29.925 | Time: 19.7
Epoch: 146 | lr: 0.00250 | training loss: 0.10479 | validation loss: 0.10516 | PSNR: 30.319 | Time: 20.8
Epoch: 147 | lr: 0.00250 | training loss: 0.10469 | validation loss: 0.10583 | PSNR: 29.424 | Time: 19.9
Epoch: 148 | lr: 0.00250 | training loss: 0.10467 | validation loss: 0.10524 | PSNR: 30.166 | Time: 19.9
Epoch: 149 | lr: 0.00250 | training loss: 0.10453 | validation loss: 0.10512 | PSNR: 30.349 | Time: 19.7
Epoch: 150 | lr: 0.00250 | training loss: 0.10521 | validation loss: 0.10545 | PSNR: 29.788 | Time: 20.1
Epoch: 151 | lr: 0.00250 | training loss: 0.10471 | validation loss: 0.10573 | PSNR: 29.426 | Time: 19.7
Epoch: 152 | lr: 0.00250 | training loss: 0.10501 | validation loss: 0.10518 | PSNR: 30.244 | Time: 19.5
Epoch: 153 | lr: 0.00250 | training loss: 0.10539 | validation loss: 0.11081 | PSNR: 26.185 | Time: 20.6
Epoch: 154 | lr: 0.00250 | training loss: 0.10537 | validation loss: 0.10528 | PSNR: 30.086 | Time: 19.7
Epoch: 155 | lr: 0.00250 | training loss: 0.10491 | validation loss: 0.10535 | PSNR: 29.940 | Time: 20.2
Epoch: 156 | lr: 0.00250 | training loss: 0.10457 | validation loss: 0.10526 | PSNR: 30.179 | Time: 21.7
Epoch: 157 | lr: 0.00250 | training loss: 0.10464 | validation loss: 0.10517 | PSNR: 30.206 | Time: 20.2
Epoch: 158 | lr: 0.00250 | training loss: 0.10520 | validation loss: 0.10558 | PSNR: 29.541 | Time: 20.9
Epoch: 159 | lr: 0.00250 | training loss: 0.10474 | validation loss: 0.10509 | PSNR: 30.367 | Time: 19.3
Epoch: 160 | lr: 0.00250 | training loss: 0.10459 | validation loss: 0.10503 | PSNR: 30.419 | Time: 21.4
Epoch: 161 | lr: 0.00250 | training loss: 0.10479 | validation loss: 0.10515 | PSNR: 30.146 | Time: 21.3
Epoch: 162 | lr: 0.00250 | training loss: 0.10445 | validation loss: 0.10499 | PSNR: 30.552 | Time: 20.5
Epoch: 163 | lr: 0.00250 | training loss: 0.10453 | validation loss: 0.10509 | PSNR: 30.324 | Time: 21.6
Epoch: 164 | lr: 0.00250 | training loss: 0.10463 | validation loss: 0.10504 | PSNR: 30.411 | Time: 20.3
Epoch: 165 | lr: 0.00250 | training loss: 0.10432 | validation loss: 0.10521 | PSNR: 30.104 | Time: 20.5
Epoch: 166 | lr: 0.00250 | training loss: 0.10474 | validation loss: 0.10498 | PSNR: 30.509 | Time: 20.2
Epoch: 167 | lr: 0.00250 | training loss: 0.10449 | validation loss: 0.10498 | PSNR: 30.508 | Time: 20.5
Epoch: 168 | lr: 0.00250 | training loss: 0.10467 | validation loss: 0.10727 | PSNR: 27.993 | Time: 19.8
Epoch: 169 | lr: 0.00250 | training loss: 0.10505 | validation loss: 0.10501 | PSNR: 30.439 | Time: 20.8
Epoch: 170 | lr: 0.00250 | training loss: 0.10507 | validation loss: 0.10506 | PSNR: 30.309 | Time: 20.7
Epoch: 171 | lr: 0.00250 | training loss: 0.10540 | validation loss: 0.10855 | PSNR: 27.192 | Time: 20.0
Epoch: 172 | lr: 0.00250 | training loss: 0.10597 | validation loss: 0.10508 | PSNR: 30.327 | Time: 22.3
Epoch: 173 | lr: 0.00250 | training loss: 0.10483 | validation loss: 0.10491 | PSNR: 30.620 | Time: 21.9
Epoch: 174 | lr: 0.00250 | training loss: 0.10483 | validation loss: 0.10489 | PSNR: 30.604 | Time: 20.8
Epoch: 175 | lr: 0.00250 | training loss: 0.10474 | validation loss: 0.10535 | PSNR: 29.823 | Time: 20.9
Epoch: 176 | lr: 0.00250 | training loss: 0.10473 | validation loss: 0.10496 | PSNR: 30.577 | Time: 20.6
Epoch: 177 | lr: 0.00250 | training loss: 0.10501 | validation loss: 0.10493 | PSNR: 30.584 | Time: 20.9
Epoch: 178 | lr: 0.00250 | training loss: 0.10471 | validation loss: 0.10487 | PSNR: 30.671 | Time: 20.4
Epoch: 179 | lr: 0.00250 | training loss: 0.10416 | validation loss: 0.10490 | PSNR: 30.620 | Time: 20.6
Epoch: 180 | lr: 0.00250 | training loss: 0.10445 | validation loss: 0.10498 | PSNR: 30.392 | Time: 20.5
Epoch: 181 | lr: 0.00250 | training loss: 0.10484 | validation loss: 0.10484 | PSNR: 30.719 | Time: 20.2
Epoch: 182 | lr: 0.00250 | training loss: 0.10437 | validation loss: 0.10487 | PSNR: 30.592 | Time: 20.5
Epoch: 183 | lr: 0.00250 | training loss: 0.10434 | validation loss: 0.10486 | PSNR: 30.607 | Time: 20.9
Epoch: 184 | lr: 0.00250 | training loss: 0.10490 | validation loss: 0.10492 | PSNR: 30.558 | Time: 21.1
Epoch: 185 | lr: 0.00250 | training loss: 0.10498 | validation loss: 0.10484 | PSNR: 30.682 | Time: 20.9
Epoch: 186 | lr: 0.00250 | training loss: 0.10443 | validation loss: 0.10501 | PSNR: 30.414 | Time: 21.4
Epoch: 187 | lr: 0.00250 | training loss: 0.10432 | validation loss: 0.10496 | PSNR: 30.334 | Time: 20.4
Epoch: 188 | lr: 0.00250 | training loss: 0.10426 | validation loss: 0.10509 | PSNR: 30.260 | Time: 20.5
Epoch: 189 | lr: 0.00250 | training loss: 0.10501 | validation loss: 0.10487 | PSNR: 30.551 | Time: 21.1
Epoch: 190 | lr: 0.00250 | training loss: 0.10481 | validation loss: 0.10578 | PSNR: 29.373 | Time: 21.1
Epoch: 191 | lr: 0.00250 | training loss: 0.10468 | validation loss: 0.10495 | PSNR: 30.503 | Time: 21.2
Epoch: 192 | lr: 0.00250 | training loss: 0.10467 | validation loss: 0.10506 | PSNR: 30.256 | Time: 20.7
Epoch: 193 | lr: 0.00250 | training loss: 0.10444 | validation loss: 0.10534 | PSNR: 29.741 | Time: 21.4
Epoch: 194 | lr: 0.00249 | training loss: 0.10478 | validation loss: 0.10480 | PSNR: 30.729 | Time: 21.7
Epoch: 195 | lr: 0.00249 | training loss: 0.10493 | validation loss: 0.10479 | PSNR: 30.784 | Time: 20.6
Epoch: 196 | lr: 0.00249 | training loss: 0.10405 | validation loss: 0.10479 | PSNR: 30.783 | Time: 21.3
Epoch: 197 | lr: 0.00249 | training loss: 0.10431 | validation loss: 0.10477 | PSNR: 30.812 | Time: 22.0
Epoch: 198 | lr: 0.00249 | training loss: 0.10460 | validation loss: 0.10495 | PSNR: 30.474 | Time: 20.6
Epoch: 199 | lr: 0.00249 | training loss: 0.10488 | validation loss: 0.10530 | PSNR: 29.937 | Time: 21.3
Epoch: 200 | lr: 0.00249 | training loss: 0.10562 | validation loss: 0.10529 | PSNR: 30.133 | Time: 21.1
Epoch: 201 | lr: 0.00249 | training loss: 0.10452 | validation loss: 0.10492 | PSNR: 30.453 | Time: 20.7
Epoch: 202 | lr: 0.00249 | training loss: 0.10452 | validation loss: 0.10499 | PSNR: 30.321 | Time: 20.7
Epoch: 203 | lr: 0.00249 | training loss: 0.10514 | validation loss: 0.10532 | PSNR: 30.054 | Time: 21.0
Epoch: 204 | lr: 0.00249 | training loss: 0.10473 | validation loss: 0.10656 | PSNR: 28.652 | Time: 20.2
Epoch: 205 | lr: 0.00249 | training loss: 0.10493 | validation loss: 0.10497 | PSNR: 30.513 | Time: 21.1
Epoch: 206 | lr: 0.00249 | training loss: 0.10480 | validation loss: 0.10480 | PSNR: 30.726 | Time: 20.7
Epoch: 207 | lr: 0.00249 | training loss: 0.10421 | validation loss: 0.10479 | PSNR: 30.723 | Time: 21.0
Epoch: 208 | lr: 0.00249 | training loss: 0.10458 | validation loss: 0.10476 | PSNR: 30.806 | Time: 20.9
Epoch: 209 | lr: 0.00249 | training loss: 0.10445 | validation loss: 0.10483 | PSNR: 30.665 | Time: 20.9
Epoch: 210 | lr: 0.00249 | training loss: 0.10423 | validation loss: 0.10476 | PSNR: 30.782 | Time: 21.2
Epoch: 211 | lr: 0.00249 | training loss: 0.10442 | validation loss: 0.10474 | PSNR: 30.821 | Time: 21.8
Epoch: 212 | lr: 0.00249 | training loss: 0.10435 | validation loss: 0.10474 | PSNR: 30.774 | Time: 20.7
Epoch: 213 | lr: 0.00249 | training loss: 0.10439 | validation loss: 0.10477 | PSNR: 30.764 | Time: 21.5
Epoch: 214 | lr: 0.00249 | training loss: 0.10434 | validation loss: 0.10476 | PSNR: 30.789 | Time: 20.7
Epoch: 215 | lr: 0.00249 | training loss: 0.10434 | validation loss: 0.10512 | PSNR: 30.041 | Time: 20.8
Epoch: 216 | lr: 0.00249 | training loss: 0.10529 | validation loss: 0.10517 | PSNR: 30.285 | Time: 21.0
Epoch: 217 | lr: 0.00249 | training loss: 0.10466 | validation loss: 0.10498 | PSNR: 30.338 | Time: 21.0
Epoch: 218 | lr: 0.00249 | training loss: 0.10428 | validation loss: 0.10507 | PSNR: 30.189 | Time: 21.8
Epoch: 219 | lr: 0.00249 | training loss: 0.10474 | validation loss: 0.10483 | PSNR: 30.615 | Time: 20.8
Epoch: 220 | lr: 0.00249 | training loss: 0.10432 | validation loss: 0.10476 | PSNR: 30.821 | Time: 20.7
Epoch: 221 | lr: 0.00249 | training loss: 0.10444 | validation loss: 0.10475 | PSNR: 30.780 | Time: 20.9
Epoch: 222 | lr: 0.00249 | training loss: 0.10443 | validation loss: 0.10500 | PSNR: 30.286 | Time: 22.0
Epoch: 223 | lr: 0.00249 | training loss: 0.10550 | validation loss: 0.10519 | PSNR: 30.100 | Time: 21.4
Epoch: 224 | lr: 0.00249 | training loss: 0.10501 | validation loss: 0.10488 | PSNR: 30.546 | Time: 21.2
Epoch: 225 | lr: 0.00249 | training loss: 0.10470 | validation loss: 0.10492 | PSNR: 30.374 | Time: 21.9
Epoch: 226 | lr: 0.00249 | training loss: 0.10470 | validation loss: 0.10496 | PSNR: 30.455 | Time: 20.6
Epoch: 227 | lr: 0.00249 | training loss: 0.10456 | validation loss: 0.10491 | PSNR: 30.495 | Time: 20.5
Epoch: 228 | lr: 0.00249 | training loss: 0.10473 | validation loss: 0.10537 | PSNR: 29.693 | Time: 21.2
